str_no_string|NO STRING! 
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_but_sometimes_men_make_pledges_before_they_are_king_which_they_cannot_keep_once_they_take_the_throne|我 很 高 兴 你 能 支 持 我 古 老 的 权 利 。 但 有 时 人 们 登 基 前 信 誓 旦 旦 ， 一 旦 掌 权 便 抛 诸 脑 后 。 
str_you_speak_of_protecting_the_commons_well_i_supposed_thats_good_but_sometimes_the_commons_overstep_their_boundaries_im_more_concerned_that_your_claim_be_legal_so_i_can_swing_my_sword_with_a_good_conscience|你 谈 及 保 护 平 民 。 嗯 ， 这 当 然 是 好 事 ， 但 平 民 有 时 也 会 越 界 。 我 更 在 乎 你 的 声 索 是 否 合 法 ， 好 让 我 挥 剑 时 问 心 无 愧 。 
str_you_speak_of_giving_me_land_good_i_ask_for_no_more_than_my_due|你 提 到 要 赐 我 土 地 。 很 好 。 我 所 求 不 过 是 我 应 得 的 份 额 。 
str_you_speak_of_giving_me_land_unfortunately_you_are_not_wellknown_for_rewarding_those_to_whom_you_have_made_such_offers|你 提 到 要 赐 我 土 地 。 遗 憾 的 是 ， 你 并 不 以 兑 现 承 诺 闻 名 。 
str_you_speak_of_unifying_calradia_well_i_believe_that_well_always_be_fighting__its_important_that_we_fight_for_a_rightful_cause|你 谈 及 统 一 卡 拉 迪 亚 。 我 认 为 战 争 无 可 避 免 — — 但 为 正 义 而 战 至 关 重 要 。 
str_you_talk_of_claims_to_the_throne_but_i_leave_bickering_about_legalities_to_the_lawyers_and_clerks|你 大 谈 王 位 声 索 ， 不 过 我 向 来 把 这 类 关 于 法 理 的 争 辩 丢 给 那 些 讼 师 书 吏 处 理 。 
str_you_speak_of_ruling_justly_hah_ill_believe_theres_such_a_thing_as_a_just_king_when_i_see_one|你 说 你 将 会 公 正 地 进 行 统 治 。 哈 ！ 在 亲 眼 目 睹 之 前 ， 我 不 会 相 信 世 上 还 有 公 正 的 国 王 这 种 东 西 。 
str_you_spoke_of_protecting_the_rights_of_the_nobles_if_you_did_youd_be_the_first_king_to_do_so_in_a_very_long_time|你 曾 说 要 保 护 贵 族 的 权 利 。 如 果 你 真 这 么 做 了 ， 你 将 是 久 违 的 第 一 位 此 类 国 王 。 
str_you_speak_of_giving_me_land_ay_well_lets_see_if_you_deliver|你 提 到 要 赐 我 土 地 。 好 吧 ， 且 看 你 能 否 兑 现 诺 言 。 
str_you_speak_of_giving_me_land_bah_youre_not_known_for_delivering_on_your_pledges|你 说 要 给 我 土 地 。 省 省 吧 。 你 可 不 像 是 信 守 承 诺 的 人 。 
str_you_speak_of_unifying_calradia_well_youve_done_a_good_job_at_making_calradia_bend_its_knee_to_you_so_maybe_thats_not_just_talk|你 谈 及 统 一 卡 拉 迪 亚 。 不 错 ， 你 已 让 不 少 地 方 向 你 低 头 ， 或 许 这 并 非 空 谈 。 
str_you_speak_of_unifying_calradia_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|你 声 称 要 统 一 卡 拉 迪 亚 。 如 果 我 认 为 你 可 以 做 到 的 话 ， 我 定 会 佩 服 。 但 不 幸 的 是 ， 我 认 为 你 做 不 到 。 
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|你 声 称 王 位 应 属 于 你 。 好 吧 ， 任 何 一 个 农 民 都 可 以 宣 称 他 是 一 个 国 王 的 私 生 子 。 
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|好 吧 ， 用 许 诺 来 讨 好 平 民 是 不 错 ， 但 是 你 能 给 我 什 么 好 处 ？ 
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|你 说 你 将 会 保 护 领 主 的 权 利 。 若 我 的 权 利 能 得 到 尊 重 ， 那 确 是 个 好 转 变 。 
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|你 谈 及 保 护 领 主 权 利 。 若 我 的 权 利 能 得 到 尊 重 ， 那 确 是 个 好 转 变 。 然 而 ， 弱 小 时 许 下 诺 言 轻 而 易 举 ， 强 大 后 却 毫 无 意 愿 兑 现 ， 这 种 事 可 屡 见 不 鲜 。 
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|你 提 到 要 予 我 土 地 。 我 的 家 族 出 身 古 老 贵 族 ， 你 所 承 诺 的 并 不 超 过 我 的 应 得 。 不 过 ， 仍 感 谢 你 的 美 意 。 
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|你 说 要 给 我 土 地 。 好 吧 ， 你 愿 意 许 愿 就 许 好 了 ， 但 我 并 不 为 所 动 。 
str_you_speak_of_unifying_calradia_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|你 声 称 要 统 一 卡 拉 迪 亚 。 好 吧 ， 看 上 去 大 半 个 卡 拉 迪 亚 都 已 臣 服 于 你 ， 或 许 这 不 仅 是 空 话 。 
str_you_speak_of_unifying_calradia_but_right_now_yours_is_just_one_squabbling_faction_among_many|你 声 称 要 统 一 卡 拉 迪 亚 ， 但 目 前 为 止 ， 你 的 国 家 还 只 是 割 据 一 方 罢 了 。 
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|你 声 称 王 位 应 属 于 你 。 好 吧 ， 我 无 意 冒 犯 ， 但 一 个 没 有 实 力 支 撑 的 主 张 通 常 是 很 难 实 现 的 。 
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|你 谈 及 保 护 平 民 。 嗯 ， 这 确 实 能 让 王 国 更 繁 荣 。 我 向 来 待 农 民 不 薄 ， 至 少 能 睡 个 安 稳 觉 ， 不 用 担 心 房 子 被 纵 火 。 
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|你 谈 及 保 护 平 民 。 很 好 。 但 请 记 住 ： 许 诺 却 不 兑 现 ， 平 民 更 易 造 反 ， 远 胜 于 从 未 许 诺 之 时 。 
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|你 谈 及 保 护 领 主 权 利 。 很 好 。 你 理 应 如 此 — — 人 们 更 愿 为 尊 重 他 们 权 利 的 国 王 效 死 。 
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|你 说 你 将 会 保 护 领 主 的 权 利 。 非 常 好 。 但 是 记 住 — — 登 上 王 位 之 后 就 食 言 是 自 取 灭 亡 的 最 快 办 法 。 
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|你 提 到 要 赐 我 土 地 。 很 好 ， 但 我 发 现 ： 为 登 基 而 许 下 太 多 诺 言 ， 掌 权 后 往 往 难 以 兑 现 。 
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|你 声 称 要 统 一 卡 拉 迪 亚 。 很 多 人 都 这 么 说 ， 或 许 你 真 能 成 就 此 业 ， 
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|你 声 称 要 统 一 卡 拉 迪 亚 。 很 多 国 王 在 失 败 之 前 都 这 么 说 过 ， 我 不 认 为 你 和 他 们 有 所 不 同 。 
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|说 起 你 的 要 求 ， 你 认 为 我 会 关 心 这 种 小 事 吗 ？ 
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|你 说 你 要 保 护 那 些 人 民 ， 你 可 真 是 有 爱 呀 ！ 我 得 把 你 的 那 些 甜 言 蜜 语 告 诉 我 的 家 奴 ， 他 肯 定 会 死 心 塌 地 的 跟 着 你 混 的 。 
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|你 想 保 护 那 些 腐 朽 贵 族 的 利 益 ， 不 错 不 错 ！ 不 过 我 告 诉 你 ， 在 这 个 弱 肉 强 食 的 世 界 上 光 有 血 统 是 没 有 任 何 意 义 的 ， 只 有 武 力 才 能 让 人 们 信 服 。 
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|你 说 会 给 我 土 地 。 很 好 ， 不 过 你 最 好 别 食 言 。 
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|你 提 到 要 赐 我 土 地 。 哈 ！ 难 道 你 许 诺 过 土 地 的 其 他 人 都 会 主 动 退 让 ？ 
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|你 谈 及 统 一 卡 拉 迪 亚 。 若 你 真 能 打 败 其 他 国 王 ， 希 望 你 能 记 得 我 是 你 的 忠 实 仆 从 。 
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|你 声 称 要 统 一 卡 拉 迪 亚 。 不 过 你 太 弱 小 了 ， 我 不 认 为 你 有 机 会 壮 大 。 
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|你 谈 及 声 索 。 国 王 有 强 有 力 的 声 索 固 然 好 ， 但 老 实 说 ， 我 更 在 乎 他 是 否 公 正 统 治 。 总 之 ， 你 的 声 索 在 我 看 来 合 情 合 理 。 
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|说 起 你 的 王 位 主 张 ， 依 我 看 来 你 的 王 位 主 张 太 弱 了 。 
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|你 谈 及 保 护 平 民 。 我 很 认 同 。 我 的 佃 户 生 活 还 算 舒 心 ， 但 听 说 其 他 地 方 的 佃 户 就 没 这 么 幸 运 了 。 
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|你 谈 及 保 护 平 民 ， 很 高 兴 听 你 这 么 说 。 但 帮 我 个 忙 — — 别 对 平 民 许 下 无 法 兑 现 的 诺 言 。 那 只 会 逼 他 们 叛 乱 ， 而 我 不 得 不 镇 压 他 们 ， 这 让 我 痛 心 疾 首 。 
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|你 谈 及 保 护 领 主 权 利 ， 我 想 这 很 好 。 但 你 要 知 道 — — 我 们 领 主 自 能 自 保 ， 在 我 看 来 ， 平 民 才 需 要 一 位 强 大 国 王 的 庇 护 。 
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|你 提 到 要 赐 我 土 地 ， 你 心 意 不 错 。 不 过 说 真 的 ， 没 必 要 。 
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|你 声 称 统 一 卡 拉 迪 亚 ， 也 许 你 能 用 剑 锋 统 一 这 片 土 地 ， 但 我 不 确 定 这 能 让 你 成 为 一 位 好 统 治 者 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|你 谈 及 声 索 ， 国 王 必 须 有 强 有 力 的 法 律 依 据 ， 王 国 才 能 避 免 混 乱 ， 而 你 的 声 索 合 法 性 很 充 分 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|说 起 你 的 王 位 主 张 ， 一 位 国 王 必 须 有 强 力 的 合 法 王 位 主 张 来 统 治 他 的 王 国 。 但 你 的 王 位 主 张 还 不 够 强 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 说 要 保 护 贵 族 的 利 益 ， 的 确 对 一 位 国 王 来 说 保 护 封 臣 是 很 重 要 的 责 任 ， 不 过 我 担 心 一 位 通 过 不 法 手 段 获 取 王 位 的 人 ， 难 以 公 正 统 治 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 说 要 保 护 贵 族 的 利 益 ， 的 确 对 一 位 国 王 来 说 保 护 封 臣 是 很 重 要 的 责 任 ， 不 过 我 希 望 你 会 遵 守 你 的 诺 言 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 谈 及 保 护 平 民 ， 我 乐 于 效 忠 一 位 尊 重 臣 民 权 利 的 国 王 ， 但 我 担 心 一 个 无 合 法 理 由 登 基 的 国 王 ， 难 以 公 正 统 治 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 谈 及 保 护 平 民 ， 我 乐 于 效 忠 一 位 尊 重 臣 民 权 利 的 国 王 ， 但 我 希 望 知 道 你 确 实 会 兑 现 诺 言 。 
str_i_am_not_swayed_by_promises_of_reward|我 不 会 被 带 报 酬 的 诺 言 动 摇 。 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|你 声 称 要 统 一 卡 拉 迪 亚 。 为 大 家 带 来 和 平 是 好 事 ， 我 坚 信 你 有 这 个 能 力 。 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|你 声 称 要 统 一 卡 拉 迪 亚 。 为 大 家 带 来 和 平 是 好 事 ， 但 是 以 你 的 国 家 现 在 的 状 况 我 不 认 为 你 能 完 成 它 。 
str_my_s11_s15|我 的 {s11}{s15}
str_my_s11_s18|我 的 {s11}{s18}
str_the_socalled_s11_s18|所 谓 的 {s11}{s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18}想 侵 吞 我 的 遗 产 。 上 天 为 证 ， 我 了 解 我 的 权 利 ， 绝 不 退 让 。 
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18}曾 质 疑 我 的 勇 气 与 荣 誉 ， 我 渴 望 在 战 场 上 与 他 决 战 ， 让 他 收 回 言 论 。 
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18}曾 质 疑 我 在 一 场 战 斗 中 的 判 断 ， 上 天 为 证 ， 难 道 他 要 我 们 逃 避 歼 灭 君 主 敌 人 的 职 责 ？ 
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|{s18}似 乎 以 为 他 有 权 染 指 我 的 财 产 ， 但 他 没 这 个 权 利 ！ 
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18}曾 误 解 我 的 话 ， 这 固 执 的 混 蛋 揪 住 不 放 ， 一 直 逼 我 认 错 。 
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18}是 个 只 会 推 卸 责 任 的 狡 猾 家 伙 ， 我 一 点 儿 都 不 信 任 他 。 
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|{s18}？ 我 憎 恶 他 。 他 装 出 一 副 令 人 作 呕 的 道 德 高 尚 样 ， 对 上 级 轻 慢 无 礼 。 
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18}曾 与 我 达 成 协 议 ， 现 在 却 想 溜 之 大 吉 。 
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18}曾 帮 我 办 过 一 件 事 ， 现 在 竟 以 为 我 欠 他 情 ， 我 绝 不 欠 他 这 类 人 任 何 东 西 。 
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him|{s18}软 弱 无 能 ， 不 配 统 治 封 地 ， 我 一 向 憎 恶 他 。 
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much|{s18}是 个 好 斗 的 蠢 货 ， 只 会 添 麻 烦 ， 我 也 清 楚 地 当 面 告 诉 过 他 。 
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men|{s18}呀 ， 这 人 心 肠 太 软 ， 根 本 承 担 不 了 任 何 责 任 。 他 的 骑 士 精 神 会 放 走 敌 人 ， 让 我 的 忠 实 部 下 付 出 生 命 代 价 。 
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes|{s18}似 乎 因 某 种 原 因 对 我 有 意 见 ， 我 不 喜 欢 说 人 坏 话 ， 但 有 时 觉 得 他 确 实 有 点 无 赖 。 
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong|{s18}一 向 对 我 满 怀 轻 蔑 ， 可 我 从 未 亏 待 过 他 。 
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18}毫 无 荣 誉 感 ， 满 脑 子 阴 谋 诡 计 ， 我 担 心 他 会 把 我 们 拖 入 战 争 或 煽 动 叛 乱 。 
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18}实 在 让 人 失 望 。 我 曾 因 他 在 战 场 上 的 鲁 莽 训 斥 他 ， 他 却 记 恨 在 心 。 我 真 的 救 了 他 和 手 下 的 性 命 ， 所 以 绝 不 会 为 此 道 歉 。 
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18}挥 金 如 土 、 纵 情 酒 色 ， 一 点 也 不 符 合 贵 族 身 份 。 他 这 样 做 ， 简 直 是 我 们 全 体 的 耻 辱 。 
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18}总 是 在 我 背 后 说 我 的 坏 话 。 
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18}是 贵 族 的 耻 辱 ， {reg3?她 :他 }与 商 人 厮 混 、 放 贷 收 息 、 言 语 粗 鄙 ， 完 全 不 顾 如 何 维 护 自 己 的 荣 誉 。 
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18}谴 责 我 从 商 ， 这 能 有 什 么 错 ？ 
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18} , 我 听 说 这 家 伙 曾 在 农 民 中 散 播 煽 动 性 的 思 想 ， 这 个 笨 蛋 迟 早 会 把 我 们 都 害 惨 的 。 
